dremio_col,virt_full_path,dataset,domain,rule,total_lignes,valides,score_pct,flag,error,timestamp
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4598602,99.85,PASS,,2026-06-05T15:57:12
code_pays_de_residence,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.residence_country,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,4605595,4598602,99.85,PASS,,2026-06-05T15:57:12
nombre_d_enfants,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.number_of_child,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4598922,99.86,PASS,,2026-06-05T15:57:12
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4596960,99.81,PASS,,2026-06-05T15:57:12
code_pays_de_nationalite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.nationality_country,CIHOne.CLIENTS.Professionnels.clients,PTP-TIE-POR,Complétude,4605595,4596960,99.81,PASS,,2026-06-05T15:57:12
genre,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.gender,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4601152,99.90,PASS,,2026-06-05T15:57:12
situation_familiale,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.family_situation,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4588638,99.63,PASS,,2026-06-05T15:57:12
civilite,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4603579,99.96,PASS,,2026-06-05T15:57:12
nom_gerant,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Personnes_Morales.gerants,PTP-TIE-POR,Complétude,4605595,4603579,99.96,PASS,,2026-06-05T15:57:12
nom_personnes_physique,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.civility,CIHOne.CLIENTS.Professionnels.relations_professional_personnes_physiques,PTP-TIE-POR,Complétude,4605595,4603579,99.96,PASS,,2026-06-05T15:57:12
date_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birthdate,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4598921,99.86,PASS,,2026-06-05T15:57:12
pays_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_country,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,4596871,99.81,PASS,,2026-06-05T15:57:12
ville_de_naissance,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.birth_city,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,3990479,86.64,WARN,,2026-06-05T15:57:12
identifiant_fatca,VIRTUALISATION.staging-nova-referentieltiers.natural_person_description.fatca_identification_number,CIHOne.CLIENTS.Personnes_Physiques.clients,PTP-TIE-POR,Complétude,4605595,1116,0.02,FAIL,,2026-06-05T15:57:12
